51307410994,agd,178,93
51307426941,dgc,70,87
51307467673,caa,84,85
51307499304,dac,91,109
51307499600,feg,261,122
51307501606,ggb,178,5
51307502526,afb,219,35
51307507252,fdf,138,167
51307507989,gbf,170,19
51307512706,bfg,122,46
51307520759,gbd,42,167
51307528924,cef,277,11
51307537344,cbe,261,36
51307555477,abd,193,94
51307556151,dgd,98,384
51307565120,egd,62,187
51307568825,cfb,194,254
51307570513,ccb,191,247
51307577666,eae,258,39
51307584927,abb,134,61
51307590525,dgb,47,128
51307611982,gcg,84,221
51307624278,gag,279,133
51307639320,fag,172,180
51307640157,bce,226,130
51307660321,ebe,44,17
51307707823,fff,209,49
51307708317,gfc,10,121
51307742113,cdg,73,106
51307763899,efd,46,278
51307777689,efc,260,198
51307795590,caf,176,22
51307833302,ffe,276,130
51307847629,fdd,114,116
51307864067,abc,55,17
51307889419,dde,112,34
51307899957,faf,19,23
51307930351,gfe,276,185
51307931775,bec,10,139
51308001447,dcd,278,44
51308033530,dcc,143,273
51308040319,dfd,269,232
51308070246,ced,169,205
51308072205,gfa,284,274
51308077203,fba,63,70
51308081748,efc,151,168
51308088873,cfb,61,292
51308095726,geb,135,94
51308098581,ddd,78,45
51308115337,cae,138,111
51308153891,gfa,281,279
51308159000,efa,102,112
51308167425,dce,14,248
51308172863,gad,119,140
51308179690,cab,206,8
51308193271,gcc,180,115
51308193279,abf,166,227
51308203294,edf,225,206
51308219896,def,214,94
51308229163,ddb,117,266
51308233325,fcf,198,295
51308244719,ced,12,219
51308248254,dbb,53,211
51308250123,bfd,205,193
51308264368,aad,276,100
51308272966,cee,77,16
51308300226,caa,23,79
51308301546,afa,14,134
51308308503,abe,115,82
51308311884,gee,107,244
51308326882,cgc,199,231
51308341790,gde,266,124
51308347478,gac,288,225
51308349872,acc,228,291
51308362710,dae,187,168
51308374416,cce,2,286
51308400676,fea,174,252
51308415015,egg,48,92
51308418221,cdf,26,164
51308444449,ecc,155,80
51308449767,cea,111,65
51308454465,dcg,13,176
51308508529,geg,218,12
51308508748,aba,64,181
51308511739,dca,24,5
51308531897,efb,94,68
51308541452,cdc,257,285
51308551387,bdb,256,229
51308559812,aff,161,83
51308562074,dbd,88,190
51308568936,bfb,247,158
51308571704,adb,246,246
51308576915,dcg,295,202
51308583085,ddd,252,36
51308589343,fge,247,45
51308597830,bad,253,275
51308604747,ebc,150,62
51308631678,cda,231,138
51308649898,def,209,97
51308652505,daf,232,186
51308660598,eea,141,58
51308679365,cec,123,295
51308680596,ccd,231,288
51308680906,gbf,105,17
51308696424,cfc,85,252
51308718563,eff,72,107
51308722390,fbd,280,199
51308752986,ffc,273,266
51308757782,gca,45,49
51308777910,ebd,263,126
51308802043,gbb,170,310
51308805503,ded,150,122
51308817592,gaf,173,243
51308821009,cef,55,12
51308824015,ggd,188,26
51308827271,ade,53,134
51308852310,aca,46,158
51308879027,dge,88,144
51308891027,ddg,162,214
51308892397,baa,269,116
51308922992,bcb,165,168
51308925308,egb,107,30
51308940806,bce,68,145
51308950031,eaf,211,96
51308952096,bag,85,271
51308978144,deg,196,274
51308988260,aaa,252,122
51309021811,ggf,134,109
51309035509,cca,157,137
51309039729,gbe,63,88
51309043577,abg,231,137
51309069390,gfg,252,48
51309097394,ddc,26,42
51309098198,gda,96,210
51309164706,ggd,73,21
51309184413,bbf,27,69
51309193472,bdg,284,58
51309195152,fef,132,30
51309202519,gba,141,12
51309211703,eec,60,199
51309227336,ega,39,273
51309236223,gdg,4,197
51309243335,dab,143,261
51309273822,cad,20,31
51309304105,abg,180,161
51309321675,fga,46,193
51309342187,gcf,1,137
51309346150,bde,45,125
51309375783,dcc,4,256
51309388361,bgg,70,41
51309391344,dcd,146,41
51309413055,deb,102,44
51309415150,eeb,191,91
51309437666,fgf,5,267
51309439937,ebg,33,42
51309445970,acg,144,203
51309447031,dge,21,133
51309447656,bab,9,209
51309454709,gfd,112,226
51309455935,acb,28,65
51309462770,beb,136,157
51309478827,cfa,56,38
51309495243,dbe,24,53
51309500282,aed,199,32
51309504769,ceg,241,35
51309504773,fac,244,215
51309514681,fge,269,47
51309527577,ebg,38,46
51309540155,edd,164,150
51309546552,ecg,289,65
51309551557,bda,234,165
51309559351,eda,176,110
51309560948,ccc,258,227
51309563683,fad,278,208
51309586269,gbd,156,187
51309597168,bgb,98,41
51309609764,ead,122,254
51309632376,acg,141,168
51309648775,bed,235,61
51309654557,dbe,58,59
51309656580,gcb,215,66
51309659203,egf,29,232
51309660752,edg,274,104
51309664999,cgf,193,235
51309683772,adg,23,253
51309691620,ffa,61,8
51309701133,eca,44,129
51309708491,cbb,103,260
51309724719,afe,92,225
51309724955,fgc,125,269
51309727360,efe,112,267
51309747094,bfa,160,295
51309747546,dgd,287,368
51309790476,gfa,86,248
51309823823,bge,265,218
51309835412,dcd,210,41
51309846604,ada,277,289
51309849738,fcb,74,153
51309858700,fbe,296,274
51309877179,eaa,133,236
51309908871,cde,248,95
51309917123,dgf,136,211
51309946039,gef,256,177
51309962691,fcg,108,151
51309964083,gdb,86,111
51309968653,gab,197,268
51309969088,cdb,91,212
51309973310,dab,130,216
51309987515,fbf,270,17
51309997286,dad,35,245
51310020365,dbb,217,238
51310028384,ffg,212,36
51310041494,cgb,183,341
51310046280,deb,16,37
51310059111,ede,293,228
51310075526,agf,231,40
51310093258,aec,46,99
51310160260,cgc,34,244
51310161117,ccf,288,271
51310202634,aca,76,184
51310208087,eaf,249,103
51310211576,fdb,169,45
51310216472,eca,235,103
51310226188,cde,12,81
51310245726,abd,286,97
51310248037,gfc,24,125
51310254181,bgg,250,42
51310269797,gbc,139,140
51310272501,ege,284,69
51310278906,bbb,223,189
51310293850,cgf,154,220
51310322216,cda,118,151
51310341446,bff,148,194
51310349657,bca,39,76
51310379693,fab,238,27
51310398316,fae,46,174
51310422022,fda,218,208
51310443589,gag,5,134
51310449450,gga,94,206
51310490743,dda,207,54
51310502066,efg,68,61
51310503612,bbg,105,127
51310525883,gfb,33,67
51310525931,cbd,4,85
51310550960,ebb,31,153
51310580807,beg,252,179
51310629759,adf,105,221
51310647518,abc,47,14
51310651581,gaa,139,171
51310659945,cdf,183,134
51310724912,bef,18,57
51310752799,bfg,137,54
51310768218,eab,117,305
51310779930,bdd,39,58
51310801037,gdf,275,103
51310810824,gdb,206,126
51310860793,ged,239,76
51310874754,aca,126,193
51310904492,gdd,185,276
51310909962,ffa,147,7
51310910850,gbd,155,149
51310947243,bbc,47,311
51310956006,gec,88,289
51310957368,dcb,69,154
51310961474,agb,52,278
51310993363,fcd,130,26
51310993775,egg,82,75
51310997991,bdc,128,119
51311015075,cba,92,87
51311019035,gag,218,136
51311034017,gcc,45,126
51311049392,fde,46,180
51311063223,bda,225,141
51311070325,cce,7,303
51311080110,cfc,285,246
51311083485,ebg,191,45
51311103477,bec,235,129
51311187845,bcd,92,159
51311202851,feb,158,132
51311209012,egb,243,33
51311255077,fbg,122,79
51311263603,gee,238,253
51311288479,eeg,202,153
51311317238,eee,109,147
51311349737,fee,222,118
51311383010,bag,66,233
51311406137,aad,36,94
51311416428,ecf,237,166
51311417038,gbe,28,96
51311417703,dfb,173,9
51311436815,cgd,48,233
51311454230,add,273,68
51311460661,afc,4,91
51311462191,eaa,130,188
51311485254,gff,285,155
51311527351,ebf,1,40
51311529513,dee,275,229
51311533666,gdg,224,191
51311551823,bca,20,81
51311564018,eba,142,249
51311571178,ddf,263,154
51311578657,edg,289,92
51311583343,fbc,188,17
51311589981,cab,295,8
51311590208,ace,9,34
51311598357,bfc,56,65
51311654004,gcc,120,108
51311666524,deb,205,43
51311676587,fba,51,59
51311744847,agb,117,258
51311797796,cfe,99,12
51311822991,dec,189,137
51311824787,adc,298,170
51311844491,bcf,90,120
51311856454,aaf,112,131
51311860549,bgd,77,168
51311862840,bee,271,146
51311865958,gef,23,177
51311881364,ggf,166,106
51311922246,ace,131,29
51311933231,gge,21,196
51311958928,aag,282,115
51311964948,ffb,166,81
51311977587,abf,173,236
51311993913,bae,115,202
51312001760,dca,172,5
51312032126,eac,31,37
51312038701,egc,30,26
51312051892,dbg,253,23
51312055341,fed,119,77
51312068786,gaf,260,247
51312069697,eec,52,183
51312080647,bbg,170,130
51312089583,edd,265,163
51312090003,aeb,266,211
51312090243,dbe,76,57
51312112315,cfg,293,255
51312118480,fcc,289,85
51312130782,ggb,245,5
51312169131,dfb,136,7
51312226005,aac,41,147
51312250676,fgc,280,236
51312262044,dfd,181,232
51312263320,daa,202,113
51312273298,fce,86,143
51312284814,eef,104,39
51312309483,dgd,274,338
51312314236,edb,183,87
51312329791,eee,114,132
51312337955,ead,84,279
51312340353,fad,77,203
51312357913,cae,125,89
51312402174,dgg,32,116
51312433539,dba,225,105
51312456791,daf,121,219
51312499506,fbc,277,20
51312509830,bdf,297,201
51312525226,acd,117,163
51312526137,egd,239,168
51312540970,fga,212,171
51312546947,dec,223,163
51312560547,bdd,200,58
51312572276,cgf,57,250
51312579763,cdg,79,95
51312601555,acc,271,311
51312620038,fbf,229,17
51312641396,cda,109,151
51312648437,cde,105,77
51312651541,gcd,294,257
51312655015,dga,25,345
51312666240,dgc,75,82
51312669253,ggb,47,5
51312673173,bbg,296,107
51312702992,cff,170,222
51312714865,cge,90,288
51312747384,abc,82,16
51312766717,gfc,103,135
51312797001,cgd,69,221
51312801925,edc,121,341
51312809462,aeb,141,238
51312816132,aef,157,80
51312834495,fgb,80,144
51312839648,cgf,294,215
51312857804,dae,291,141
51312869861,bbd,61,63
51312897882,baf,172,112
51312934262,ddd,42,34
51312935976,cec,171,324
51312944137,ece,267,135
51312953078,gcd,152,208
51312960181,dge,203,155
51312964254,dbc,181,81
51312980265,fgd,94,135
51313007788,gbf,231,18
51313010104,gcf,197,156
51313047574,efb,197,61
51313057462,cfd,104,243
51313099699,gfc,135,124
51313104916,edg,259,92
51313159686,bec,264,132
51313167017,cfd,207,264
51313192816,ecc,164,88
51313231195,fff,24,49
51313236492,cfb,283,347
51313239764,fbg,198,86
51313242791,ade,93,134
51313243897,cbg,109,218
51313252257,gdc,117,198
51313262770,dfg,187,142
51313283339,gee,202,293
51313290298,ecd,288,16
51313309367,dfe,202,202
51313321505,aaf,221,129
51313336357,cfd,237,282
51313347258,ecb,141,209
51313365816,gce,281,229
51313377500,fce,233,128
51313397856,cbf,233,69
51313401892,ggd,69,23
51313405515,fad,250,225
51313408873,caf,63,24
51313411576,ffe,195,137
51313419099,gab,267,233
51313424404,ddc,66,33
51313510958,aed,164,31
51313511973,eda,143,125
51313516142,ebb,70,172
51313520462,fbb,265,155
51313524142,ccg,155,112
51313535505,fdc,285,54
51313551526,ffa,174,7
51313553735,dad,168,200
51313594797,afd,142,309
51313599142,gda,272,235
51313600270,fef,27,33
51313620418,edf,117,195
51313656619,bba,195,145
51313666644,dce,209,260
51313673912,bac,214,250
51313688797,aga,8,219
51313695383,eff,298,101
51313698942,bfe,109,181
51313735763,cdd,19,180
51313759189,cge,149,259
51313766665,fgc,75,195
51313776956,dgb,119,122
51313795259,dda,122,63
51313795910,cca,157,145
51313798173,gae,16,252
51313804650,age,68,55
51313834743,dab,70,248
51313837593,bef,205,55
51313913086,cdf,98,115
51313930323,ggg,149,162
51313977396,aab,162,88
51314061042,ggc,39,188
51314062858,fce,190,125
51314077117,afc,218,100
51314083394,bga,231,55
51314111494,geb,290,99
51314116096,gdd,126,276
51314135982,cdg,152,89
51314141573,gfc,231,116
51314147921,dag,125,83
51314149687,dda,257,61
51314154214,cbe,28,35
51314183782,ded,80,126
51314225621,fdg,10,149
51314226018,fgg,123,250
51314234210,eeb,92,97
51314239566,abg,21,149
51314249178,eba,50,249
51314302695,fba,129,62
51314315216,cac,27,113
51314324495,eag,71,48
51314366611,aae,55,17
51314391171,fce,44,110
51314415421,ccb,12,249
51314442868,bff,215,203
51314474789,afg,31,57
51314475156,fcf,194,277
51314498199,dcc,42,232
51314498393,bea,132,218
51314507162,cfb,120,294
51314511038,fcb,126,168
51314523210,abf,162,278
51314529155,cac,153,96
51314535550,cag,186,217
51314588623,gbe,122,104
51314596580,aef,12,88
51314607169,bab,134,221
51314611448,dgg,222,121
51314614359,agg,221,194
51314619104,gfg,44,52
51314641457,aea,23,185
51314650520,bbc,18,317
51314656722,add,124,54
51314673142,ebe,198,17
51314682460,bcc,231,319
51314693003,eab,193,262
51314696571,aed,155,36
51314737493,dad,185,200
51314742568,baa,252,136
51314746293,ddg,9,214
51314748782,bcg,153,223
51314749631,ede,294,232
51314777337,ced,98,225
51314778861,dgb,41,122
51314786141,cbc,177,257
51314817272,agd,196,92
51314842196,ggg,123,150
51314853329,gae,51,297
51314855162,gbg,105,63
51314857366,dbb,89,230
51314872579,bcb,164,168
51314877726,cef,31,12
51314878576,geg,176,12
51314881308,daa,189,119
51314891732,dac,113,95
51314894603,fag,277,196
51314904135,fad,254,252
51314923998,ebe,190,19
51314943630,cfa,39,45
51314949935,ege,72,66
51314958606,gac,60,186
51314978296,cbg,185,224
51314989863,fdc,195,60
51314990087,agc,11,8
51315018415,ddg,31,194
51315025382,fca,287,160
51315033665,agc,207,8
51315036652,fdf,198,136
51315072314,aee,137,208
51315085168,dbf,263,177
51315087056,bfb,90,173
51315093387,agc,131,7
51315096702,ccd,41,233
51315101370,dca,76,5
51315106968,efe,205,267
51315112322,bdf,183,229
51315159920,fec,290,267
51315172364,ede,64,199
51315180118,faa,212,221
51315192365,fbe,244,238
51315216854,caa,77,71
51315245877,bgf,106,272
51315246237,gad,189,159
51315247551,efa,297,107
51315248956,bec,67,149
51315250603,eab,149,217
51315259772,bfe,44,190
51315269696,gaa,91,136
51315273204,eca,230,85
51315332921,aba,217,168
51315340979,ead,81,309
51315350566,gdc,84,219
51315355481,gbe,25,101
51315359254,bfd,38,204
51315359964,eaf,136,105
51315361254,fbc,240,21
51315373034,cga,217,122
51315380035,eca,44,89
51315399680,geg,293,12
51315402557,efd,264,278
51315404986,adb,279,214
51315411653,aeg,212,208
51315429503,abc,221,13
51315451142,beb,154,169
51315454917,faa,208,201
51315457616,fce,107,90
51315468849,bfg,111,44
51315470284,geg,125,13
51315483605,ceb,59,238
51315485657,faf,84,23
51315485880,eed,70,321
51315494018,ggf,44,112
51315497942,cgg,19,227
51315505029,dae,207,122
51315505904,dcf,196,231
51315513706,edg,2,94
51315522852,bba,29,143
51315524977,dba,66,121
51315536704,acb,47,76
51315548490,dgd,267,331
51315550977,feb,219,139
51315556852,gea,138,189
51315564097,dee,11,194
51315571230,eee,198,142
51315574885,dfg,99,129
51315591022,bad,222,233
51315596175,daf,111,183
51315651596,fdd,216,109
51315672450,aed,67,36
51315677698,cfd,150,231
51315704343,eff,262,80
51315713396,cdf,153,127
51315718265,fcg,24,179
51315746115,ffd,115,260
51315753538,fad,6,206
51315759951,adb,225,177
51315773576,bbe,224,147
51315773647,aaa,121,139
51315783836,gdb,213,114
51315799164,gbc,207,141
51315805002,bce,257,150
51315863093,deb,14,46
51315864751,ddb,154,268
51315864958,cgb,194,385
51315905733,bec,217,175
51315912104,fdf,253,149
51315914550,ddc,46,28
51315916029,bcb,8,181
51315934009,bce,130,169
51315987149,gcd,270,166
51315987519,dde,224,31
51315991477,fdd,167,93
51315994504,fgc,63,159
51316061722,dfd,76,232
51316074571,cgd,133,207
51316086298,afb,26,39
51316114605,bag,99,244
51316122683,bad,285,242
51316124825,fae,128,186
51316125175,dgc,39,90
51316134730,afe,31,238
51316135284,edb,3,83
51316145806,bgf,210,307
51316148183,dfc,285,162
51316163487,gcg,120,243
51316179831,gdg,289,225
51316181705,gdf,209,110
51316188598,feg,139,134
51316201794,fge,65,53
51316252750,ddc,193,26
51316255310,agg,68,176
51316265251,ecb,177,173
51316276688,eaa,144,197
51316277726,ace,251,26
51316326141,dea,285,171
51316326408,bgc,139,242
51316382650,aeb,12,218
51316402203,dde,264,27
51316414877,bce,107,150
51316420284,cfa,183,40
51316445591,bcb,73,202
51316456680,cec,239,356
51316456969,adc,176,183
51316481951,gff,98,128
51316559077,fea,245,224
51316561132,eaa,136,210
51316580469,abb,19,72
51316597794,cef,64,11
51316605448,fgb,181,149
51316648242,dff,204,265
51316649145,ffg,55,29
51316657266,dgd,274,374
51316692161,fgf,272,232
51316697927,afa,127,147
51316712022,deg,26,246
51316733713,fgg,94,240
51316760045,fcd,65,27
51316764395,gfg,181,58
51316768608,cbd,17,85
51316789564,adb,202,161
51316791603,bec,113,203
51316794409,ebd,162,124
51316823013,cdc,114,270
51316842654,dga,241,289
51316854171,ccb,18,266
51316893368,egg,213,79
51316899597,ega,253,300
51316931441,def,39,101
51316947746,bef,211,50
51316974054,aff,181,82
51316980875,fab,287,24
51316983946,ceg,200,39
51316988397,bag,150,283
51317003092,fcg,46,159
51317004377,bae,251,183
51317023209,gbb,163,353
51317027464,dbe,169,61
51317037044,aga,113,219
51317056258,acf,112,166
51317124338,gef,99,200
51317127280,eeg,64,157
51317153777,bgd,225,188
51317166606,cba,131,89
51317175835,baf,233,90
51317176690,ada,164,343
51317262657,cgf,275,240
51317275157,abe,255,66
51317292289,dcd,72,36
51317293107,dbd,214,222
51317294571,dfa,178,81
51317309276,efc,122,184
51317311890,bgd,252,169
51317313551,egc,72,28
51317316328,ebf,241,33
51317354089,dbc,225,68
51317368127,fbd,104,228
51317372340,dba,80,121
51317374203,bec,135,239
51317380614,eea,181,49
51317382222,bgb,250,48
51317398005,cfe,71,13
51317407132,edd,228,161
51317408397,agf,266,34
51317425317,cbg,223,192
51317425830,egb,293,26
51317428070,bda,34,126
51317442293,bca,245,93
51317453188,bge,125,224
51317464484,aca,21,156
